Mode,Line,Station,Trip purpose: Home-based work,Trip purpose: Home-based school,Trip purpose: Home-based social activity,Trip purpose: Home-based other,Trip purpose: Non-home-based,Count: Trip purpose,Trip frequency: 6-7 days a week,Trip frequency: 5 days a week,Trip frequency: 3-4 days a week,Trip frequency: 1-2 days a week,Trip frequency: 1-3 days a month,Trip frequency: Less than once a month,Count: Trip frequency,Fare: Monthly pass,Fare: Pay-per-ride,Fare: 1-day or 7-day LinkPass,Fare: Other,Count: Fare,Monthly pass type: Reduced-fare pass,Monthly pass type: Local Bus,Monthly pass type: LinkPass or Express Bus,Monthly pass type: Commuter rail or ferry,Count: Monthly pass type,Pay-per-ride type: Full cash fare on board,Pay-per-ride type: Reduced fare,Pay-per-ride type: mTicket (single/multi-ride),Pay-per-ride type: CharlieCard (plastic),Pay-per-ride type: CharlieTicket (paper),Count: Pay-per-ride type,Access to first MBTA service: Walked or bicycled,Access to first MBTA service: Drove alone,Access to first MBTA service: Carpooled,Access to first MBTA service: Dropped off by personal vehicle,Access to first MBTA service: Dropped off by other vehicle,Count: Access to first MBTA service,Previous transit mode: Bus or Silver Line,Previous transit mode: Rail rapid transit,Previous transit mode: Commuter rail or ferry,Count: Previous transit mode,Use alternative modes: Yes,Use alternative modes: No,Count: Use alternative modes,Alternative modes: Walk,Alternative modes: Bicycle,Alternative modes: Drive alone,Alternative modes: Drive or ride in a carpool,Alternative modes: Take a taxi or use a rideshare company,Alternative modes: Take a private shuttle or other transit,Alternative modes: Take a different MBTA service,Alternative modes: Other,Count: Alternative modes,Usable household vehicles: 0,Usable household vehicles: 1,Usable household vehicles: 2,Usable household vehicles: 3 or more,Count: Usable household vehicles,Vehicles per capita: None,Vehicles per capita: 0.01-0.49,Vehicles per capita: 0.50-0.99,Vehicles per capita: 1.00-1.49,Vehicles per capita: 1.50-1.99,Vehicles per capita: 2 or more,Count: Vehicles per capita,Valid driver's license: Yes,Valid driver's license: No,Count: Valid driver's license,"Household income: Less than $14,500","Household income: $14,500 to $28,999","Household income: $29,000 to $43,499","Household income: $43,500 to $57,999","Household income: $58,000 to $75,999","Household income: $76,000 to $108,499","Household income: $108,500 to $151,999","Household income: $152,000 or more",Household income: Prefer not to say,Count: Household income,Low-income classification: Yes,Low-income classification: No,Count: Low-income classification,Race: American Indian or Alaska Native,Race: Asian,Race: Black or African American,Race: Native Hawaiian or other Pacific Islander,Race: White,Race: Other,Race: Prefer not to say,Count: Race,Hispanic or Latino/Latina: Yes,Hispanic or Latino/Latina: No,Hispanic or Latino/Latina: Prefer not to say,Count: Hispanic or Latino/Latina,Minority classification: Yes,Minority classification: No,Count: Minority classification,Age: Under 18,Age: 18 to 21,Age: 22 to 34,Age: 35 to 44,Age: 45 to 64,Age: 65 or over,Count: Age,Gender: Man,Gender: Woman,Gender: Other,Gender: Prefer not to say,Count: Gender,Ability to understand English: Always,Ability to understand English: Often,Ability to understand English: Sometimes,Ability to understand English: Never,Ability to understand English: Prefer not to say,Count: Ability to understand English
Rail Rapid Transit,Green Line on surface - B branch,Washington Street,831.0,89.0,194.0,296.0,69.0,74.0,198.0,597.0,251.0,126.0,105.0,215.0,75.0,1294.0,129.0,81.0,12.0,77.0,150.0,0.0,1144.0,0.0,64.0,0.0,12.0,0.0,117.0,0.0,8.0,1369.0,12.0,0.0,0.0,0.0,74.0,134.0,0.0,0.0,3.0,860.0,574.0,73.0,234.0,48.0,108.0,93.0,311.0,117.0,473.0,0.0,47.0,910.0,432.0,126.0,24.0,75.0,898.0,150.0,294.0,138.0,0.0,0.0,74.0,1163.0,328.0,75.0,141.0,275.0,206.0,234.0,206.0,105.0,72.0,81.0,170.0,75.0,623.0,698.0,69.0,0.0,117.0,101.0,12.0,1079.0,113.0,182.0,75.0,182.0,1261.0,48.0,75.0,368.0,884.0,66.0,45.0,69.0,1091.0,48.0,194.0,45.0,75.0,712.0,711.0,45.0,24.0,75.0,1455.0,24.0,12.0,0.0,0.0,75.0
Rail Rapid Transit,Green Line on surface - C branch,Cleveland Circle,655.0,79.0,127.0,58.0,34.0,120.0,147.0,485.0,186.0,137.0,34.0,19.0,123.0,867.0,136.0,19.0,0.0,126.0,122.0,0.0,745.0,0.0,106.0,0.0,0.0,0.0,136.0,0.0,16.0,704.0,5.0,0.0,5.0,50.0,109.0,83.0,127.0,0.0,15.0,541.0,462.0,122.0,117.0,34.0,68.0,58.0,63.0,14.0,293.0,5.0,61.0,458.0,432.0,68.0,25.0,122.0,448.0,58.0,233.0,234.0,0.0,0.0,120.0,818.0,190.0,123.0,59.0,73.0,126.0,151.0,175.0,132.0,136.0,29.0,102.0,122.0,258.0,623.0,109.0,5.0,63.0,10.0,0.0,863.0,14.0,49.0,122.0,34.0,872.0,44.0,119.0,111.0,790.0,113.0,0.0,14.0,574.0,102.0,220.0,98.0,123.0,367.0,632.0,0.0,10.0,123.0,944.0,29.0,34.0,0.0,0.0,123.0
Rail Rapid Transit,Green Line on surface - C branch,Coolidge Corner,1513.0,24.0,198.0,475.0,222.0,208.0,116.0,1328.0,268.0,322.0,164.0,303.0,212.0,1918.0,492.0,47.0,20.0,212.0,182.0,0.0,1709.0,28.0,166.0,0.0,101.0,0.0,375.0,16.0,42.0,2388.0,0.0,0.0,0.0,0.0,201.0,113.0,0.0,0.0,11.0,1042.0,1407.0,207.0,345.0,196.0,128.0,136.0,253.0,80.0,454.0,0.0,89.0,1153.0,1024.0,240.0,75.0,211.0,1092.0,390.0,595.0,308.0,39.0,8.0,205.0,2128.0,373.0,212.0,162.0,159.0,296.0,302.0,221.0,253.0,321.0,340.0,399.0,209.0,617.0,1437.0,177.0,28.0,242.0,52.0,20.0,2107.0,44.0,41.0,209.0,172.0,2203.0,73.0,207.0,497.0,1889.0,198.0,0.0,80.0,1223.0,350.0,478.0,370.0,212.0,859.0,1598.0,8.0,36.0,212.0,2350.0,95.0,28.0,0.0,0.0,210.0
Rail Rapid Transit,Green Line on surface - C branch,Englewood Avenue to Tappan Street,694.0,22.0,144.0,138.0,15.0,90.0,99.0,603.0,96.0,81.0,114.0,22.0,90.0,835.0,217.0,0.0,0.0,95.0,14.0,0.0,762.0,58.0,78.0,0.0,73.0,0.0,144.0,0.0,17.0,1045.0,0.0,0.0,7.0,0.0,95.0,0.0,0.0,0.0,0.0,422.0,593.0,90.0,55.0,22.0,48.0,40.0,133.0,15.0,259.0,0.0,40.0,425.0,476.0,106.0,7.0,90.0,425.0,154.0,193.0,242.0,0.0,0.0,90.0,937.0,78.0,90.0,55.0,81.0,111.0,81.0,67.0,204.0,93.0,147.0,177.0,90.0,247.0,591.0,76.0,22.0,55.0,84.0,0.0,798.0,0.0,63.0,89.0,40.0,911.0,55.0,89.0,202.0,717.0,82.0,0.0,0.0,708.0,100.0,144.0,63.0,90.0,325.0,675.0,0.0,7.0,89.0,1000.0,7.0,7.0,0.0,0.0,90.0
Rail Rapid Transit,Green Line on surface - C branch,Fairbanks Street to Summit Avenue,816.0,37.0,32.0,124.0,57.0,114.0,32.0,697.0,149.0,52.0,44.0,87.0,113.0,850.0,192.0,32.0,7.0,116.0,46.0,0.0,798.0,7.0,92.0,0.0,13.0,0.0,179.0,0.0,20.0,1060.0,13.0,0.0,0.0,7.0,116.0,0.0,0.0,0.0,0.0,514.0,534.0,111.0,161.0,77.0,64.0,72.0,107.0,13.0,192.0,0.0,54.0,542.0,378.0,141.0,0.0,113.0,536.0,72.0,246.0,194.0,0.0,0.0,111.0,883.0,177.0,113.0,32.0,75.0,104.0,99.0,172.0,147.0,89.0,174.0,169.0,113.0,211.0,681.0,93.0,7.0,132.0,13.0,0.0,833.0,57.0,32.0,111.0,38.0,970.0,38.0,111.0,191.0,799.0,106.0,0.0,0.0,637.0,177.0,183.0,64.0,113.0,281.0,741.0,0.0,25.0,111.0,1029.0,7.0,7.0,0.0,0.0,112.0
Rail Rapid Transit,Green Line on surface - C branch,Hawes Street and St. Mary's Street,895.0,43.0,66.0,187.0,122.0,120.0,129.0,636.0,192.0,154.0,100.0,99.0,120.0,1083.0,206.0,22.0,10.0,121.0,66.0,0.0,883.0,135.0,99.0,0.0,22.0,0.0,162.0,22.0,19.0,1245.0,10.0,10.0,0.0,0.0,116.0,67.0,0.0,0.0,6.0,779.0,509.0,118.0,338.0,68.0,88.0,99.0,154.0,12.0,354.0,0.0,71.0,664.0,450.0,185.0,12.0,120.0,653.0,99.0,324.0,214.0,0.0,0.0,118.0,1158.0,153.0,120.0,85.0,21.0,89.0,177.0,166.0,258.0,130.0,161.0,213.0,119.0,195.0,893.0,100.0,10.0,96.0,55.0,0.0,1071.0,44.0,56.0,119.0,78.0,1133.0,56.0,116.0,206.0,983.0,109.0,0.0,53.0,689.0,198.0,242.0,129.0,120.0,512.0,742.0,0.0,46.0,119.0,1270.0,31.0,0.0,0.0,0.0,119.0
Rail Rapid Transit,Green Line on surface - C branch,St. Paul Street (C) and Kent Street,614.0,14.0,92.0,67.0,7.0,81.0,76.0,448.0,127.0,59.0,14.0,100.0,84.0,604.0,196.0,16.0,7.0,85.0,57.0,0.0,524.0,23.0,64.0,7.0,14.0,0.0,167.0,7.0,19.0,831.0,7.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,488.0,336.0,84.0,186.0,83.0,76.0,92.0,233.0,84.0,82.0,0.0,49.0,428.0,343.0,53.0,0.0,84.0,405.0,114.0,187.0,95.0,0.0,0.0,82.0,756.0,69.0,84.0,60.0,30.0,89.0,44.0,84.0,225.0,119.0,76.0,76.0,81.0,179.0,548.0,74.0,0.0,167.0,16.0,0.0,651.0,23.0,22.0,84.0,69.0,695.0,14.0,80.0,236.0,505.0,76.0,0.0,14.0,502.0,97.0,174.0,36.0,84.0,256.0,554.0,0.0,14.0,84.0,810.0,0.0,7.0,7.0,0.0,84.0
Rail Rapid Transit,Green Line on surface - C branch,Washington Square,524.0,0.0,60.0,80.0,53.0,69.0,73.0,378.0,152.0,40.0,40.0,66.0,71.0,636.0,106.0,7.0,0.0,71.0,66.0,0.0,564.0,7.0,63.0,0.0,0.0,0.0,106.0,0.0,7.0,656.0,0.0,0.0,0.0,0.0,66.0,93.0,0.0,0.0,5.0,411.0,332.0,70.0,86.0,86.0,27.0,46.0,113.0,20.0,199.0,0.0,34.0,484.0,192.0,40.0,26.0,70.0,484.0,13.0,113.0,133.0,0.0,0.0,70.0,610.0,139.0,71.0,60.0,73.0,172.0,80.0,66.0,66.0,53.0,33.0,139.0,70.0,305.0,299.0,58.0,0.0,46.0,33.0,0.0,630.0,40.0,26.0,71.0,33.0,656.0,33.0,70.0,113.0,550.0,67.0,0.0,0.0,491.0,93.0,139.0,26.0,71.0,192.0,530.0,0.0,26.0,71.0,736.0,13.0,0.0,0.0,0.0,71.0
Rail Rapid Transit,Green Line on surface - D branch,Beaconsfield and Brookline Hills,1026.0,64.0,170.0,231.0,83.0,126.0,72.0,796.0,242.0,87.0,196.0,215.0,128.0,1060.0,453.0,57.0,8.0,129.0,151.0,0.0,909.0,0.0,88.0,0.0,24.0,0.0,408.0,23.0,35.0,1490.0,64.0,0.0,23.0,26.0,130.0,0.0,0.0,0.0,0.0,864.0,751.0,129.0,245.0,140.0,313.0,151.0,177.0,34.0,411.0,0.0,77.0,615.0,683.0,219.0,72.0,128.0,608.0,317.0,479.0,155.0,0.0,15.0,126.0,1393.0,223.0,129.0,94.0,102.0,215.0,72.0,162.0,113.0,215.0,374.0,245.0,126.0,412.0,936.0,106.0,0.0,64.0,38.0,0.0,1280.0,110.0,166.0,128.0,151.0,1351.0,98.0,127.0,253.0,1147.0,113.0,26.0,117.0,777.0,249.0,310.0,128.0,128.0,611.0,929.0,0.0,68.0,128.0,1551.0,30.0,8.0,26.0,0.0,129.0
Rail Rapid Transit,Green Line on surface - D branch,Brookline Village,1574.0,62.0,107.0,98.0,152.0,224.0,98.0,1262.0,222.0,169.0,98.0,187.0,229.0,1556.0,391.0,80.0,18.0,230.0,107.0,0.0,1316.0,133.0,175.0,0.0,45.0,0.0,329.0,18.0,44.0,1654.0,9.0,0.0,18.0,71.0,197.0,240.0,27.0,0.0,30.0,1103.0,916.0,227.0,276.0,125.0,195.0,125.0,160.0,36.0,435.0,9.0,121.0,703.0,845.0,400.0,53.0,225.0,667.0,311.0,480.0,391.0,36.0,9.0,213.0,1778.0,240.0,227.0,124.0,89.0,258.0,160.0,187.0,231.0,275.0,356.0,338.0,227.0,471.0,1209.0,189.0,9.0,258.0,151.0,0.0,1405.0,80.0,169.0,227.0,125.0,1689.0,124.0,218.0,507.0,1280.0,201.0,18.0,53.0,987.0,276.0,533.0,151.0,227.0,667.0,1307.0,0.0,53.0,228.0,1965.0,44.0,9.0,0.0,9.0,228.0
Rail Rapid Transit,Green Line on surface - D branch,Chestnut Hill,670.0,53.0,37.0,66.0,82.0,91.0,22.0,544.0,194.0,75.0,75.0,60.0,95.0,716.0,186.0,30.0,0.0,92.0,82.0,0.0,619.0,15.0,69.0,0.0,22.0,0.0,164.0,0.0,20.0,784.0,96.0,7.0,59.0,15.0,95.0,15.0,0.0,0.0,1.0,514.0,440.0,94.0,75.0,82.0,164.0,37.0,45.0,15.0,216.0,15.0,50.0,247.0,366.0,246.0,96.0,93.0,202.0,74.0,358.0,231.0,22.0,0.0,87.0,798.0,157.0,93.0,37.0,45.0,105.0,53.0,60.0,127.0,127.0,194.0,193.0,92.0,187.0,559.0,71.0,0.0,127.0,30.0,0.0,754.0,7.0,45.0,93.0,75.0,767.0,45.0,89.0,231.0,611.0,83.0,7.0,30.0,359.0,104.0,313.0,141.0,93.0,508.0,439.0,0.0,7.0,93.0,925.0,15.0,22.0,0.0,0.0,94.0
Rail Rapid Transit,Green Line on surface - D branch,Eliot,356.0,5.0,75.0,42.0,23.0,74.0,28.0,204.0,102.0,36.0,67.0,63.0,74.0,275.0,207.0,5.0,0.0,73.0,0.0,0.0,266.0,9.0,38.0,0.0,32.0,0.0,166.0,9.0,34.0,370.0,54.0,5.0,54.0,0.0,72.0,18.0,0.0,0.0,2.0,246.0,228.0,72.0,14.0,22.0,108.0,80.0,14.0,0.0,27.0,0.0,36.0,83.0,214.0,171.0,18.0,73.0,83.0,103.0,184.0,112.0,0.0,0.0,72.0,476.0,23.0,74.0,30.0,5.0,18.0,31.0,44.0,40.0,18.0,179.0,116.0,72.0,53.0,313.0,54.0,0.0,45.0,27.0,0.0,379.0,5.0,35.0,73.0,18.0,415.0,40.0,70.0,85.0,348.0,65.0,5.0,18.0,155.0,90.0,179.0,54.0,74.0,153.0,320.0,0.0,13.0,73.0,495.0,5.0,0.0,0.0,0.0,74.0
Rail Rapid Transit,Green Line on surface - D branch,Fenway,1500.0,100.0,166.0,272.0,262.0,219.0,190.0,1109.0,323.0,170.0,115.0,404.0,220.0,1643.0,687.0,41.0,20.0,227.0,160.0,0.0,1326.0,157.0,156.0,0.0,64.0,0.0,561.0,62.0,65.0,2128.0,11.0,0.0,11.0,33.0,208.0,183.0,0.0,46.0,21.0,1217.0,1063.0,217.0,344.0,157.0,212.0,135.0,312.0,31.0,634.0,10.0,115.0,793.0,947.0,435.0,92.0,216.0,782.0,320.0,552.0,519.0,11.0,0.0,208.0,2005.0,287.0,218.0,182.0,107.0,231.0,200.0,246.0,340.0,318.0,309.0,348.0,217.0,520.0,1413.0,184.0,33.0,305.0,75.0,11.0,1681.0,84.0,143.0,217.0,151.0,1920.0,156.0,212.0,545.0,1519.0,196.0,0.0,297.0,1039.0,363.0,424.0,169.0,218.0,907.0,1312.0,0.0,62.0,217.0,2238.0,64.0,0.0,0.0,0.0,219.0
Rail Rapid Transit,Green Line on surface - D branch,Longwood,1441.0,32.0,20.0,122.0,203.0,218.0,116.0,1081.0,306.0,86.0,98.0,138.0,219.0,1386.0,395.0,34.0,6.0,217.0,83.0,0.0,1164.0,138.0,170.0,0.0,26.0,0.0,368.0,0.0,43.0,1767.0,6.0,14.0,6.0,26.0,218.0,26.0,0.0,0.0,3.0,945.0,855.0,216.0,159.0,91.0,226.0,156.0,158.0,66.0,442.0,0.0,108.0,408.0,844.0,386.0,128.0,213.0,396.0,261.0,562.0,458.0,12.0,6.0,203.0,1649.0,157.0,217.0,71.0,45.0,197.0,131.0,187.0,240.0,213.0,412.0,279.0,213.0,312.0,1182.0,179.0,0.0,157.0,51.0,6.0,1475.0,51.0,85.0,216.0,90.0,1599.0,91.0,214.0,297.0,1364.0,201.0,6.0,60.0,738.0,205.0,640.0,143.0,216.0,544.0,1182.0,0.0,66.0,216.0,1787.0,12.0,6.0,0.0,0.0,217.0
Rail Rapid Transit,Green Line on surface - D branch,Newton Centre,842.0,83.0,140.0,86.0,32.0,142.0,55.0,583.0,251.0,105.0,40.0,160.0,144.0,739.0,419.0,51.0,0.0,144.0,75.0,0.0,664.0,0.0,90.0,0.0,55.0,0.0,333.0,32.0,48.0,776.0,112.0,6.0,107.0,48.0,122.0,179.0,0.0,0.0,25.0,603.0,559.0,140.0,40.0,95.0,168.0,164.0,65.0,14.0,214.0,0.0,71.0,224.0,577.0,300.0,93.0,144.0,182.0,231.0,436.0,245.0,20.0,6.0,137.0,1006.0,176.0,142.0,46.0,59.0,65.0,83.0,137.0,164.0,131.0,262.0,241.0,143.0,170.0,777.0,113.0,6.0,123.0,12.0,0.0,891.0,85.0,69.0,141.0,117.0,930.0,63.0,134.0,258.0,774.0,122.0,28.0,83.0,404.0,162.0,368.0,134.0,143.0,476.0,694.0,0.0,18.0,143.0,1139.0,37.0,6.0,0.0,12.0,144.0
Rail Rapid Transit,Green Line on surface - D branch,Newton Highlands,734.0,41.0,95.0,83.0,70.0,162.0,45.0,593.0,204.0,91.0,40.0,107.0,172.0,699.0,279.0,59.0,16.0,167.0,54.0,0.0,617.0,27.0,116.0,0.0,90.0,0.0,173.0,16.0,42.0,538.0,52.0,20.0,63.0,27.0,113.0,379.0,0.0,0.0,59.0,569.0,492.0,169.0,82.0,58.0,217.0,155.0,101.0,8.0,159.0,0.0,84.0,206.0,497.0,305.0,68.0,171.0,167.0,187.0,365.0,253.0,4.0,4.0,157.0,888.0,187.0,171.0,63.0,94.0,64.0,67.0,96.0,143.0,81.0,267.0,181.0,168.0,221.0,654.0,137.0,0.0,195.0,77.0,4.0,741.0,20.0,40.0,170.0,36.0,904.0,28.0,161.0,308.0,662.0,158.0,13.0,24.0,400.0,135.0,352.0,148.0,170.0,478.0,566.0,0.0,28.0,170.0,981.0,55.0,28.0,0.0,0.0,170.0
Rail Rapid Transit,Green Line on surface - D branch,Reservoir,1381.0,153.0,132.0,195.0,224.0,154.0,183.0,1138.0,284.0,183.0,82.0,265.0,158.0,1565.0,396.0,112.0,20.0,155.0,132.0,0.0,1412.0,20.0,118.0,0.0,30.0,0.0,356.0,10.0,29.0,1168.0,10.0,0.0,51.0,163.0,105.0,589.0,163.0,0.0,54.0,1230.0,904.0,158.0,132.0,102.0,305.0,122.0,376.0,81.0,661.0,0.0,86.0,772.0,1057.0,254.0,51.0,158.0,772.0,285.0,660.0,346.0,20.0,10.0,154.0,1717.0,407.0,157.0,153.0,102.0,214.0,213.0,162.0,468.0,284.0,163.0,376.0,158.0,468.0,1290.0,130.0,20.0,213.0,102.0,20.0,1666.0,91.0,20.0,155.0,122.0,1850.0,61.0,150.0,478.0,1484.0,144.0,10.0,173.0,1177.0,265.0,407.0,102.0,158.0,742.0,1361.0,0.0,31.0,158.0,2053.0,41.0,20.0,10.0,10.0,158.0
Rail Rapid Transit,Green Line on surface - D branch,Riverside,1830.0,236.0,169.0,141.0,140.0,178.0,84.0,1473.0,310.0,254.0,151.0,272.0,181.0,1680.0,751.0,85.0,9.0,179.0,141.0,0.0,1406.0,132.0,121.0,0.0,66.0,0.0,572.0,113.0,54.0,752.0,804.0,93.0,337.0,331.0,165.0,187.0,0.0,0.0,16.0,1173.0,1324.0,176.0,19.0,28.0,516.0,367.0,132.0,38.0,506.0,0.0,83.0,407.0,1117.0,728.0,253.0,179.0,379.0,404.0,703.0,861.0,19.0,9.0,169.0,2298.0,246.0,181.0,114.0,103.0,244.0,169.0,290.0,365.0,319.0,393.0,479.0,178.0,462.0,1537.0,145.0,19.0,272.0,103.0,0.0,1896.0,170.0,187.0,181.0,103.0,2149.0,188.0,174.0,469.0,1727.0,156.0,9.0,217.0,948.0,386.0,834.0,131.0,179.0,975.0,1531.0,0.0,28.0,180.0,2477.0,0.0,38.0,0.0,0.0,180.0
Rail Rapid Transit,Green Line on surface - D branch,Woodland and Waban,743.0,5.0,89.0,86.0,43.0,128.0,58.0,563.0,114.0,78.0,42.0,150.0,134.0,645.0,324.0,32.0,23.0,136.0,70.0,0.0,570.0,5.0,82.0,0.0,70.0,0.0,197.0,57.0,48.0,509.0,237.0,54.0,105.0,118.0,136.0,0.0,0.0,0.0,0.0,479.0,526.0,134.0,13.0,42.0,194.0,145.0,33.0,10.0,164.0,0.0,64.0,220.0,291.0,378.0,84.0,129.0,207.0,129.0,264.0,319.0,10.0,5.0,123.0,909.0,78.0,132.0,58.0,15.0,98.0,90.0,70.0,112.0,152.0,204.0,191.0,131.0,172.0,628.0,103.0,5.0,107.0,90.0,0.0,720.0,18.0,55.0,131.0,50.0,872.0,27.0,126.0,239.0,673.0,122.0,5.0,28.0,332.0,119.0,374.0,142.0,133.0,406.0,575.0,0.0,5.0,130.0,972.0,5.0,5.0,0.0,0.0,131.0
Rail Rapid Transit,Green Line on surface - E branch,Brigham Circle,1364.0,34.0,60.0,209.0,301.0,180.0,212.0,1044.0,191.0,233.0,123.0,181.0,182.0,1607.0,340.0,26.0,0.0,182.0,86.0,0.0,1117.0,403.0,150.0,18.0,16.0,0.0,290.0,16.0,30.0,1918.0,37.0,0.0,0.0,18.0,182.0,18.0,0.0,0.0,1.0,1028.0,929.0,180.0,233.0,97.0,181.0,73.0,186.0,68.0,659.0,8.0,90.0,578.0,864.0,314.0,194.0,179.0,570.0,222.0,571.0,492.0,39.0,8.0,173.0,1764.0,220.0,182.0,63.0,97.0,230.0,215.0,322.0,285.0,262.0,212.0,291.0,181.0,390.0,1295.0,152.0,0.0,170.0,128.0,0.0,1513.0,110.0,107.0,181.0,112.0,1725.0,107.0,177.0,403.0,1392.0,166.0,0.0,89.0,1010.0,348.0,411.0,110.0,180.0,693.0,1214.0,8.0,52.0,180.0,1916.0,50.0,18.0,0.0,0.0,182.0
Rail Rapid Transit,Green Line on surface - E branch,Heath Street to Fenwood Road,837.0,70.0,131.0,318.0,114.0,108.0,108.0,639.0,200.0,240.0,95.0,215.0,110.0,1035.0,310.0,177.0,15.0,113.0,140.0,0.0,836.0,59.0,76.0,0.0,57.0,0.0,211.0,42.0,23.0,1284.0,13.0,0.0,0.0,29.0,97.0,142.0,40.0,0.0,14.0,951.0,504.0,107.0,215.0,120.0,168.0,166.0,236.0,70.0,525.0,13.0,70.0,692.0,553.0,181.0,44.0,108.0,635.0,152.0,339.0,243.0,15.0,15.0,103.0,1149.0,320.0,108.0,74.0,144.0,267.0,194.0,186.0,80.0,158.0,175.0,192.0,108.0,485.0,793.0,94.0,27.0,188.0,65.0,15.0,1079.0,108.0,42.0,106.0,175.0,1198.0,67.0,106.0,443.0,915.0,100.0,42.0,67.0,751.0,139.0,287.0,170.0,107.0,782.0,662.0,13.0,0.0,107.0,1402.0,53.0,0.0,0.0,0.0,107.0
Rail Rapid Transit,Green Line on surface - E branch,Longwood Medical Area,1234.0,473.0,93.0,252.0,463.0,169.0,201.0,1388.0,461.0,186.0,148.0,326.0,180.0,2074.0,573.0,38.0,10.0,176.0,350.0,0.0,1343.0,349.0,136.0,0.0,111.0,0.0,419.0,42.0,34.0,2631.0,32.0,0.0,10.0,32.0,177.0,0.0,0.0,0.0,0.0,1503.0,1127.0,174.0,211.0,135.0,262.0,266.0,182.0,176.0,733.0,10.0,96.0,797.0,1108.0,530.0,205.0,175.0,778.0,476.0,959.0,268.0,93.0,0.0,168.0,1942.0,698.0,175.0,135.0,188.0,292.0,114.0,197.0,416.0,290.0,243.0,695.0,170.0,615.0,1260.0,128.0,10.0,480.0,102.0,0.0,1976.0,76.0,66.0,174.0,233.0,2340.0,48.0,173.0,816.0,1729.0,165.0,269.0,285.0,1192.0,300.0,440.0,163.0,176.0,809.0,1701.0,32.0,48.0,172.0,2538.0,74.0,10.0,10.0,10.0,175.0
Rail Rapid Transit,Green Line on surface - E branch,Museum of Fine Arts,626.0,217.0,174.0,34.0,228.0,113.0,58.0,597.0,212.0,190.0,74.0,174.0,116.0,915.0,326.0,16.0,31.0,114.0,43.0,0.0,611.0,262.0,82.0,0.0,27.0,0.0,291.0,9.0,29.0,1201.0,0.0,0.0,0.0,0.0,108.0,40.0,0.0,63.0,7.0,747.0,559.0,116.0,156.0,31.0,181.0,112.0,110.0,25.0,443.0,0.0,63.0,315.0,619.0,215.0,125.0,114.0,284.0,237.0,411.0,262.0,0.0,40.0,111.0,1094.0,197.0,115.0,114.0,116.0,121.0,125.0,121.0,145.0,145.0,96.0,297.0,114.0,351.0,633.0,89.0,16.0,85.0,56.0,0.0,1035.0,74.0,49.0,114.0,121.0,1089.0,65.0,114.0,262.0,915.0,106.0,0.0,279.0,514.0,183.0,244.0,54.0,114.0,507.0,740.0,0.0,42.0,115.0,1257.0,25.0,9.0,0.0,0.0,115.0
Rail Rapid Transit,Green Line on surface - E branch,Northeastern,783.0,405.0,116.0,144.0,339.0,75.0,307.0,664.0,121.0,214.0,214.0,292.0,76.0,1263.0,626.0,0.0,23.0,80.0,23.0,0.0,1079.0,161.0,53.0,0.0,25.0,0.0,578.0,23.0,26.0,1794.0,0.0,0.0,0.0,0.0,75.0,118.0,0.0,0.0,5.0,1047.0,744.0,75.0,350.0,143.0,70.0,148.0,161.0,0.0,664.0,0.0,43.0,840.0,446.0,428.0,123.0,77.0,840.0,189.0,574.0,234.0,0.0,0.0,77.0,1570.0,266.0,77.0,262.0,194.0,171.0,211.0,214.0,96.0,211.0,75.0,403.0,77.0,626.0,808.0,60.0,0.0,317.0,70.0,0.0,1240.0,23.0,189.0,74.0,186.0,1580.0,70.0,77.0,551.0,1099.0,69.0,48.0,581.0,762.0,73.0,327.0,23.0,76.0,601.0,1188.0,0.0,23.0,76.0,1739.0,48.0,50.0,0.0,0.0,77.0
Rail Rapid Transit,Mattapan Trolley,Mattapan to Ashmont,2680.0,309.0,62.0,474.0,165.0,358.0,515.0,2103.0,721.0,247.0,144.0,309.0,392.0,2597.0,886.0,433.0,41.0,384.0,495.0,0.0,2020.0,82.0,252.0,41.0,165.0,0.0,660.0,21.0,86.0,1257.0,175.0,21.0,82.0,31.0,152.0,783.0,1701.0,0.0,241.0,2226.0,1752.0,386.0,247.0,124.0,515.0,495.0,453.0,62.0,989.0,0.0,214.0,1051.0,1237.0,1216.0,330.0,372.0,886.0,845.0,1196.0,495.0,21.0,41.0,338.0,2700.0,1278.0,386.0,330.0,350.0,433.0,268.0,392.0,309.0,515.0,557.0,721.0,376.0,1113.0,2041.0,306.0,41.0,124.0,1505.0,21.0,1773.0,453.0,350.0,388.0,412.0,3071.0,206.0,358.0,1917.0,1464.0,328.0,124.0,289.0,1092.0,721.0,1422.0,350.0,388.0,1402.0,2453.0,0.0,103.0,384.0,3813.0,41.0,103.0,21.0,41.0,390.0
