Mode,Line,Station,Trip purpose: Home-based work,Trip purpose: Home-based school,Trip purpose: Home-based social activity,Trip purpose: Home-based other,Trip purpose: Non-home-based,Count: Trip purpose,Trip frequency: 6-7 days a week,Trip frequency: 5 days a week,Trip frequency: 3-4 days a week,Trip frequency: 1-2 days a week,Trip frequency: 1-3 days a month,Trip frequency: Less than once a month,Count: Trip frequency,Fare: Monthly pass,Fare: Pay-per-ride,Fare: 1-day or 7-day LinkPass,Fare: Other,Count: Fare,Monthly pass type: Reduced-fare pass,Monthly pass type: Local Bus,Monthly pass type: LinkPass or Express Bus,Monthly pass type: Commuter rail or ferry,Count: Monthly pass type,Pay-per-ride type: Full cash fare on board,Pay-per-ride type: Reduced fare,Pay-per-ride type: mTicket (single/multi-ride),Pay-per-ride type: CharlieCard (plastic),Pay-per-ride type: CharlieTicket (paper),Count: Pay-per-ride type,Access to first MBTA service: Walked or bicycled,Access to first MBTA service: Drove alone,Access to first MBTA service: Carpooled,Access to first MBTA service: Dropped off by personal vehicle,Access to first MBTA service: Dropped off by other vehicle,Count: Access to first MBTA service,Previous transit mode: Bus or Silver Line,Previous transit mode: Rail rapid transit,Previous transit mode: Commuter rail or ferry,Count: Previous transit mode,Use alternative modes: Yes,Use alternative modes: No,Count: Use alternative modes,Alternative modes: Walk,Alternative modes: Bicycle,Alternative modes: Drive alone,Alternative modes: Drive or ride in a carpool,Alternative modes: Take a taxi or use a rideshare company,Alternative modes: Take a private shuttle or other transit,Alternative modes: Take a different MBTA service,Alternative modes: Other,Count: Alternative modes,Usable household vehicles: 0,Usable household vehicles: 1,Usable household vehicles: 2,Usable household vehicles: 3 or more,Count: Usable household vehicles,Vehicles per capita: None,Vehicles per capita: 0.01-0.49,Vehicles per capita: 0.50-0.99,Vehicles per capita: 1.00-1.49,Vehicles per capita: 1.50-1.99,Vehicles per capita: 2 or more,Count: Vehicles per capita,Valid driver's license: Yes,Valid driver's license: No,Count: Valid driver's license,"Household income: Less than $14,500","Household income: $14,500 to $28,999","Household income: $29,000 to $43,499","Household income: $43,500 to $57,999","Household income: $58,000 to $75,999","Household income: $76,000 to $108,499","Household income: $108,500 to $151,999","Household income: $152,000 or more",Household income: Prefer not to say,Count: Household income,Low-income classification: Yes,Low-income classification: No,Count: Low-income classification,Race: American Indian or Alaska Native,Race: Asian,Race: Black or African American,Race: Native Hawaiian or other Pacific Islander,Race: White,Race: Other,Race: Prefer not to say,Count: Race,Hispanic or Latino/Latina: Yes,Hispanic or Latino/Latina: No,Hispanic or Latino/Latina: Prefer not to say,Count: Hispanic or Latino/Latina,Minority classification: Yes,Minority classification: No,Count: Minority classification,Age: Under 18,Age: 18 to 21,Age: 22 to 34,Age: 35 to 44,Age: 45 to 64,Age: 65 or over,Count: Age,Gender: Man,Gender: Woman,Gender: Other,Gender: Prefer not to say,Count: Gender,Ability to understand English: Always,Ability to understand English: Often,Ability to understand English: Sometimes,Ability to understand English: Never,Ability to understand English: Prefer not to say,Count: Ability to understand English
Commuter Rail,Haverhill Line,Andover and Ballardvale,572.0,20.0,5.0,25.0,30.0,128.0,10.0,414.0,138.0,46.0,15.0,36.0,129.0,449.0,163.0,0.0,20.0,124.0,10.0,0.0,0.0,439.0,88.0,15.0,36.0,61.0,0.0,51.0,32.0,204.0,281.0,15.0,143.0,5.0,127.0,0.0,0.0,0.0,0.0,317.0,296.0,120.0,0.0,20.0,199.0,66.0,10.0,20.0,92.0,5.0,64.0,31.0,169.0,306.0,143.0,127.0,31.0,77.0,281.0,204.0,20.0,5.0,121.0,608.0,51.0,129.0,5.0,15.0,10.0,36.0,46.0,102.0,97.0,199.0,128.0,125.0,31.0,480.0,100.0,0.0,41.0,26.0,0.0,557.0,10.0,31.0,128.0,15.0,603.0,26.0,126.0,77.0,526.0,118.0,0.0,10.0,148.0,128.0,306.0,66.0,129.0,327.0,306.0,5.0,20.0,129.0,644.0,0.0,0.0,0.0,10.0,128.0
Commuter Rail,Haverhill Line,Haverhill and Bradford,587.0,21.0,10.0,10.0,10.0,122.0,10.0,503.0,110.0,16.0,21.0,21.0,130.0,487.0,141.0,0.0,21.0,124.0,5.0,0.0,0.0,482.0,93.0,10.0,5.0,68.0,0.0,57.0,27.0,173.0,367.0,31.0,89.0,16.0,129.0,0.0,0.0,0.0,0.0,325.0,356.0,130.0,0.0,5.0,173.0,79.0,10.0,31.0,73.0,0.0,60.0,52.0,199.0,252.0,178.0,130.0,47.0,58.0,231.0,252.0,47.0,10.0,123.0,629.0,58.0,131.0,5.0,16.0,31.0,52.0,94.0,152.0,84.0,131.0,110.0,129.0,52.0,514.0,108.0,0.0,10.0,31.0,0.0,587.0,21.0,31.0,130.0,21.0,613.0,42.0,129.0,63.0,556.0,118.0,0.0,10.0,220.0,100.0,325.0,26.0,130.0,273.0,404.0,0.0,10.0,131.0,655.0,26.0,5.0,0.0,0.0,131.0
Commuter Rail,Haverhill Line,Lawrence,612.0,15.0,8.0,16.0,38.0,90.0,23.0,505.0,76.0,54.0,15.0,23.0,91.0,489.0,161.0,0.0,8.0,86.0,0.0,0.0,0.0,489.0,64.0,15.0,31.0,54.0,0.0,61.0,21.0,130.0,390.0,8.0,92.0,46.0,87.0,0.0,0.0,0.0,0.0,314.0,352.0,87.0,0.0,23.0,153.0,99.0,8.0,23.0,46.0,8.0,41.0,69.0,222.0,268.0,115.0,88.0,69.0,92.0,275.0,176.0,15.0,0.0,82.0,620.0,61.0,89.0,8.0,8.0,61.0,46.0,61.0,115.0,107.0,115.0,153.0,88.0,76.0,444.0,68.0,15.0,31.0,38.0,0.0,436.0,84.0,54.0,83.0,153.0,451.0,46.0,85.0,199.0,390.0,77.0,0.0,23.0,222.0,145.0,260.0,38.0,90.0,260.0,398.0,8.0,15.0,89.0,688.0,0.0,0.0,0.0,0.0,90.0
Commuter Rail,Haverhill Line,Malden Center,,,,,,32.0,,,,,,,33.0,,,,,30.0,,,,,22.0,,,,,,7.0,,,,,,12.0,17.0,105.0,0.0,21.0,,,29.0,,,,,,,,,15.0,,,,,33.0,,,,,,,32.0,157.0,35.0,33.0,12.0,0.0,35.0,29.0,17.0,12.0,17.0,35.0,35.0,33.0,47.0,111.0,27.0,,,,,,,,32.0,,,,32.0,,,27.0,,,,,,,33.0,,,,,33.0,186.0,6.0,0.0,0.0,0.0,33.0
Commuter Rail,Haverhill Line,Melrose Highlands,212.0,0.0,3.0,6.0,7.0,70.0,0.0,144.0,62.0,20.0,0.0,3.0,70.0,190.0,26.0,0.0,7.0,68.0,0.0,0.0,0.0,190.0,58.0,0.0,7.0,10.0,0.0,10.0,8.0,170.0,56.0,0.0,7.0,0.0,71.0,0.0,0.0,0.0,0.0,141.0,88.0,70.0,0.0,7.0,39.0,13.0,0.0,3.0,88.0,0.0,43.0,0.0,62.0,144.0,20.0,69.0,0.0,29.0,118.0,65.0,3.0,0.0,66.0,212.0,16.0,70.0,0.0,0.0,0.0,0.0,7.0,36.0,46.0,82.0,49.0,67.0,0.0,170.0,52.0,3.0,7.0,0.0,0.0,196.0,7.0,16.0,69.0,3.0,196.0,16.0,66.0,13.0,180.0,59.0,0.0,0.0,46.0,91.0,82.0,7.0,69.0,85.0,141.0,0.0,3.0,70.0,229.0,0.0,0.0,0.0,0.0,70.0
Commuter Rail,Haverhill Line,Melrose/Cedar Park and Wyoming Hill,239.0,4.0,0.0,8.0,0.0,63.0,4.0,191.0,56.0,8.0,0.0,8.0,67.0,211.0,40.0,0.0,8.0,65.0,0.0,0.0,0.0,211.0,53.0,0.0,8.0,12.0,0.0,20.0,10.0,171.0,84.0,0.0,16.0,0.0,68.0,0.0,0.0,0.0,0.0,155.0,108.0,66.0,0.0,12.0,52.0,24.0,8.0,4.0,128.0,0.0,40.0,8.0,100.0,132.0,28.0,67.0,8.0,24.0,112.0,112.0,4.0,0.0,65.0,259.0,8.0,67.0,0.0,4.0,4.0,4.0,12.0,32.0,44.0,72.0,88.0,65.0,8.0,163.0,43.0,0.0,8.0,0.0,0.0,247.0,4.0,8.0,67.0,0.0,247.0,8.0,64.0,8.0,235.0,61.0,0.0,0.0,56.0,64.0,132.0,16.0,67.0,84.0,171.0,0.0,12.0,67.0,263.0,0.0,0.0,0.0,4.0,67.0
Commuter Rail,Haverhill Line,North Station,3628.0,64.0,21.0,82.0,98.0,909.0,69.0,2806.0,801.0,167.0,77.0,81.0,934.0,3110.0,685.0,0.0,81.0,905.0,13.0,0.0,0.0,3098.0,726.0,43.0,77.0,248.0,0.0,317.0,160.0,2073.0,0.0,0.0,9.0,394.0,578.0,94.0,1388.0,30.0,353.0,1846.0,2035.0,906.0,0.0,77.0,827.0,377.0,51.0,94.0,827.0,13.0,433.0,171.0,1101.0,1958.0,737.0,926.0,163.0,381.0,1731.0,1401.0,99.0,21.0,886.0,3800.0,188.0,931.0,9.0,51.0,120.0,184.0,296.0,574.0,698.0,1178.0,805.0,914.0,180.0,2930.0,726.0,30.0,167.0,81.0,4.0,3414.0,120.0,180.0,915.0,159.0,3526.0,184.0,903.0,390.0,3209.0,840.0,4.0,47.0,1037.0,917.0,1765.0,206.0,928.0,1559.0,2330.0,17.0,86.0,932.0,3920.0,30.0,9.0,0.0,26.0,930.0
Commuter Rail,Haverhill Line,Reading,864.0,16.0,4.0,20.0,12.0,225.0,20.0,636.0,228.0,29.0,33.0,4.0,233.0,758.0,167.0,0.0,8.0,229.0,0.0,0.0,0.0,758.0,186.0,12.0,16.0,65.0,0.0,73.0,41.0,212.0,554.0,57.0,139.0,0.0,236.0,0.0,0.0,0.0,0.0,404.0,514.0,225.0,0.0,16.0,200.0,114.0,4.0,12.0,147.0,0.0,98.0,16.0,196.0,550.0,179.0,231.0,12.0,98.0,440.0,342.0,12.0,4.0,223.0,917.0,24.0,231.0,4.0,12.0,20.0,24.0,53.0,82.0,179.0,375.0,175.0,227.0,37.0,713.0,184.0,4.0,57.0,0.0,0.0,811.0,29.0,49.0,228.0,29.0,844.0,49.0,226.0,86.0,766.0,209.0,4.0,12.0,200.0,192.0,473.0,57.0,230.0,412.0,505.0,4.0,24.0,232.0,925.0,8.0,0.0,0.0,8.0,231.0
Commuter Rail,Haverhill Line,Wakefield and Greenwood,741.0,0.0,4.0,11.0,22.0,212.0,7.0,598.0,132.0,29.0,11.0,7.0,214.0,667.0,84.0,0.0,11.0,208.0,0.0,0.0,0.0,667.0,182.0,7.0,7.0,22.0,0.0,48.0,23.0,455.0,231.0,11.0,92.0,0.0,215.0,0.0,0.0,0.0,0.0,279.0,473.0,205.0,0.0,18.0,106.0,44.0,15.0,11.0,180.0,4.0,78.0,22.0,238.0,403.0,121.0,214.0,22.0,77.0,367.0,279.0,7.0,0.0,205.0,763.0,22.0,214.0,0.0,4.0,11.0,37.0,81.0,95.0,161.0,235.0,158.0,213.0,15.0,609.0,170.0,15.0,29.0,11.0,4.0,697.0,7.0,18.0,208.0,15.0,708.0,33.0,206.0,59.0,656.0,195.0,0.0,4.0,216.0,224.0,308.0,29.0,213.0,286.0,484.0,4.0,11.0,214.0,766.0,4.0,4.0,0.0,4.0,212.0
Commuter Rail,Kingston/Plymouth Line,Abington,601.0,0.0,17.0,18.0,26.0,77.0,9.0,584.0,94.0,9.0,0.0,9.0,82.0,532.0,103.0,0.0,43.0,79.0,0.0,0.0,0.0,532.0,62.0,9.0,17.0,43.0,0.0,34.0,12.0,129.0,446.0,17.0,103.0,9.0,82.0,0.0,0.0,0.0,0.0,232.0,421.0,76.0,0.0,0.0,94.0,52.0,0.0,0.0,129.0,0.0,26.0,17.0,215.0,361.0,103.0,81.0,17.0,86.0,292.0,275.0,0.0,0.0,78.0,678.0,17.0,81.0,0.0,0.0,9.0,52.0,77.0,94.0,197.0,94.0,172.0,81.0,9.0,515.0,61.0,0.0,26.0,17.0,0.0,627.0,0.0,43.0,82.0,9.0,635.0,43.0,80.0,52.0,592.0,75.0,0.0,0.0,103.0,146.0,412.0,43.0,82.0,258.0,421.0,0.0,17.0,81.0,670.0,17.0,0.0,0.0,9.0,81.0
Commuter Rail,Kingston/Plymouth Line,Kingston,642.0,20.0,0.0,10.0,61.0,72.0,10.0,581.0,112.0,41.0,10.0,20.0,76.0,530.0,204.0,0.0,0.0,72.0,0.0,0.0,0.0,531.0,52.0,10.0,61.0,71.0,0.0,61.0,20.0,20.0,581.0,20.0,153.0,10.0,77.0,0.0,0.0,0.0,0.0,398.0,357.0,74.0,0.0,0.0,255.0,92.0,0.0,20.0,122.0,10.0,39.0,0.0,173.0,418.0,184.0,76.0,0.0,71.0,265.0,326.0,71.0,20.0,74.0,775.0,10.0,77.0,0.0,0.0,20.0,0.0,82.0,143.0,194.0,245.0,82.0,75.0,20.0,663.0,67.0,10.0,0.0,0.0,0.0,734.0,10.0,20.0,76.0,20.0,693.0,20.0,72.0,31.0,673.0,69.0,10.0,10.0,122.0,61.0,449.0,133.0,77.0,296.0,479.0,0.0,10.0,77.0,775.0,0.0,0.0,0.0,10.0,77.0
Commuter Rail,Kingston/Plymouth Line,Plymouth,,,,,,7.0,,,,,,,7.0,,,,,3.0,,,,,2.0,,,,,,1.0,,,,,,7.0,0.0,0.0,0.0,0.0,,,7.0,,,,,,,,,1.0,,,,,7.0,,,,,,,7.0,,,7.0,,,,,,,,,,7.0,,,7.0,,,,,,,,7.0,,,,7.0,,,6.0,,,,,,,7.0,,,,,7.0,,,,,,7.0
Commuter Rail,Kingston/Plymouth Line,South Station,2559.0,35.0,18.0,80.0,159.0,322.0,97.0,2152.0,514.0,133.0,35.0,97.0,342.0,2205.0,638.0,0.0,44.0,326.0,0.0,0.0,0.0,2205.0,249.0,35.0,195.0,213.0,0.0,195.0,72.0,1603.0,9.0,0.0,0.0,27.0,185.0,160.0,983.0,213.0,153.0,1222.0,1700.0,330.0,0.0,18.0,522.0,283.0,0.0,27.0,638.0,9.0,138.0,44.0,815.0,1488.0,611.0,334.0,44.0,319.0,1125.0,1213.0,106.0,27.0,320.0,2957.0,44.0,339.0,9.0,18.0,115.0,89.0,266.0,522.0,700.0,584.0,611.0,329.0,142.0,2161.0,260.0,9.0,53.0,18.0,0.0,2736.0,27.0,115.0,333.0,35.0,2701.0,133.0,324.0,115.0,2594.0,306.0,9.0,18.0,593.0,478.0,1558.0,336.0,338.0,1071.0,1877.0,0.0,53.0,339.0,2922.0,44.0,0.0,9.0,27.0,339.0
Commuter Rail,Kingston/Plymouth Line,Whitman to Halifax,1171.0,0.0,10.0,30.0,50.0,127.0,89.0,913.0,218.0,60.0,20.0,50.0,136.0,1032.0,258.0,0.0,20.0,132.0,0.0,0.0,0.0,1032.0,104.0,10.0,89.0,69.0,0.0,89.0,26.0,159.0,913.0,69.0,198.0,10.0,136.0,0.0,0.0,0.0,0.0,476.0,823.0,131.0,0.0,20.0,179.0,119.0,0.0,0.0,298.0,0.0,49.0,30.0,347.0,595.0,317.0,130.0,30.0,208.0,446.0,496.0,40.0,0.0,123.0,1280.0,50.0,134.0,10.0,10.0,69.0,40.0,119.0,228.0,258.0,208.0,327.0,128.0,89.0,853.0,95.0,0.0,20.0,0.0,0.0,1190.0,10.0,50.0,128.0,20.0,1190.0,50.0,127.0,40.0,1151.0,120.0,0.0,0.0,258.0,268.0,645.0,139.0,132.0,516.0,794.0,0.0,20.0,134.0,1319.0,0.0,0.0,10.0,0.0,134.0
Commuter Rail,Lowell Line,Lowell,1373.0,31.0,62.0,77.0,92.0,106.0,77.0,1080.0,308.0,62.0,77.0,62.0,108.0,1203.0,247.0,0.0,77.0,99.0,15.0,0.0,0.0,1187.0,78.0,0.0,0.0,139.0,0.0,108.0,16.0,231.0,987.0,15.0,278.0,154.0,108.0,0.0,0.0,0.0,0.0,571.0,1064.0,106.0,0.0,0.0,262.0,77.0,15.0,46.0,216.0,0.0,35.0,77.0,648.0,679.0,247.0,107.0,77.0,154.0,617.0,709.0,31.0,31.0,105.0,1527.0,123.0,107.0,31.0,77.0,77.0,93.0,247.0,262.0,200.0,216.0,432.0,106.0,185.0,1018.0,78.0,0.0,77.0,77.0,31.0,1388.0,31.0,77.0,107.0,31.0,1465.0,108.0,104.0,200.0,1280.0,96.0,0.0,15.0,694.0,247.0,679.0,31.0,108.0,571.0,1033.0,0.0,46.0,107.0,1558.0,46.0,31.0,0.0,0.0,106.0
Commuter Rail,Lowell Line,Mishawum,,,,,,6.0,,,,,,,6.0,,,,,5.0,,,,,4.0,,,,,,1.0,,,,,,7.0,0.0,0.0,0.0,0.0,,,6.0,,,,,,,,,3.0,,,,,6.0,,,,,,,6.0,,,6.0,,,,,,,,,,6.0,,,5.0,,,,,,,,6.0,,,,6.0,,,5.0,,,,,,,6.0,,,,,6.0,,,,,,6.0
Commuter Rail,Lowell Line,North Billerica,691.0,41.0,0.0,10.0,20.0,75.0,10.0,559.0,152.0,30.0,10.0,20.0,77.0,579.0,173.0,0.0,10.0,75.0,10.0,0.0,0.0,569.0,57.0,20.0,0.0,81.0,0.0,71.0,17.0,61.0,549.0,0.0,183.0,10.0,79.0,0.0,0.0,0.0,0.0,325.0,407.0,72.0,0.0,10.0,224.0,20.0,10.0,0.0,122.0,10.0,33.0,10.0,183.0,376.0,213.0,77.0,10.0,102.0,376.0,234.0,20.0,0.0,73.0,773.0,10.0,77.0,10.0,10.0,20.0,30.0,30.0,142.0,173.0,173.0,183.0,76.0,41.0,549.0,58.0,0.0,51.0,10.0,0.0,661.0,10.0,41.0,76.0,10.0,701.0,41.0,74.0,71.0,630.0,69.0,10.0,10.0,244.0,163.0,325.0,30.0,77.0,325.0,417.0,10.0,10.0,75.0,773.0,0.0,0.0,0.0,0.0,76.0
Commuter Rail,Lowell Line,North Station,4544.0,75.0,75.0,134.0,157.0,666.0,135.0,3503.0,996.0,157.0,90.0,180.0,676.0,3818.0,988.0,7.0,75.0,653.0,22.0,0.0,82.0,3706.0,509.0,60.0,119.0,359.0,0.0,449.0,132.0,2567.0,37.0,0.0,0.0,351.0,395.0,157.0,1894.0,75.0,284.0,2388.0,2508.0,654.0,7.0,165.0,1108.0,389.0,82.0,67.0,1153.0,15.0,319.0,142.0,1497.0,2613.0,756.0,669.0,127.0,689.0,2328.0,1535.0,45.0,30.0,635.0,4791.0,210.0,668.0,37.0,75.0,127.0,210.0,397.0,659.0,764.0,1580.0,1063.0,656.0,240.0,3608.0,514.0,37.0,404.0,120.0,15.0,4140.0,60.0,307.0,663.0,142.0,4432.0,292.0,650.0,689.0,3825.0,603.0,15.0,52.0,1385.0,1265.0,2066.0,225.0,669.0,1872.0,2994.0,7.0,112.0,666.0,4888.0,45.0,22.0,0.0,30.0,666.0
Commuter Rail,Lowell Line,Wedgemere,279.0,4.0,0.0,7.0,11.0,85.0,0.0,209.0,71.0,7.0,4.0,7.0,84.0,194.0,95.0,0.0,4.0,83.0,0.0,0.0,0.0,191.0,54.0,4.0,18.0,32.0,0.0,42.0,27.0,124.0,124.0,14.0,42.0,0.0,86.0,0.0,0.0,0.0,0.0,145.0,138.0,80.0,0.0,7.0,85.0,35.0,4.0,4.0,57.0,0.0,42.0,0.0,60.0,187.0,46.0,83.0,0.0,39.0,159.0,74.0,0.0,0.0,77.0,279.0,11.0,82.0,0.0,4.0,4.0,18.0,7.0,14.0,35.0,148.0,60.0,82.0,7.0,223.0,65.0,4.0,14.0,7.0,0.0,240.0,4.0,28.0,81.0,11.0,247.0,18.0,78.0,35.0,212.0,70.0,4.0,0.0,46.0,81.0,138.0,25.0,83.0,113.0,173.0,0.0,7.0,83.0,286.0,0.0,0.0,0.0,7.0,83.0
Commuter Rail,Lowell Line,West Medford,526.0,0.0,9.0,31.0,13.0,135.0,26.0,377.0,137.0,13.0,13.0,17.0,136.0,458.0,107.0,4.0,4.0,134.0,4.0,0.0,47.0,407.0,107.0,13.0,21.0,26.0,0.0,47.0,25.0,364.0,128.0,13.0,47.0,0.0,129.0,30.0,0.0,0.0,7.0,381.0,184.0,132.0,4.0,73.0,98.0,43.0,26.0,13.0,261.0,0.0,89.0,26.0,235.0,261.0,51.0,134.0,21.0,103.0,248.0,163.0,0.0,4.0,126.0,552.0,21.0,134.0,0.0,4.0,17.0,30.0,56.0,73.0,116.0,171.0,90.0,130.0,21.0,445.0,109.0,0.0,21.0,13.0,0.0,518.0,4.0,26.0,133.0,17.0,522.0,21.0,131.0,51.0,479.0,124.0,0.0,0.0,150.0,124.0,257.0,39.0,133.0,261.0,295.0,0.0,9.0,132.0,561.0,4.0,0.0,0.0,4.0,133.0
Commuter Rail,Lowell Line,Winchester Center,473.0,5.0,9.0,9.0,10.0,112.0,18.0,374.0,77.0,23.0,0.0,18.0,113.0,442.0,68.0,0.0,0.0,113.0,0.0,0.0,0.0,442.0,98.0,5.0,5.0,18.0,0.0,41.0,15.0,257.0,158.0,18.0,59.0,10.0,111.0,5.0,0.0,0.0,1.0,243.0,243.0,108.0,0.0,14.0,86.0,63.0,5.0,0.0,108.0,5.0,53.0,5.0,171.0,289.0,41.0,112.0,5.0,126.0,262.0,95.0,0.0,0.0,108.0,487.0,18.0,112.0,0.0,0.0,5.0,5.0,23.0,54.0,77.0,216.0,122.0,111.0,5.0,374.0,84.0,5.0,113.0,5.0,0.0,352.0,5.0,41.0,111.0,14.0,451.0,27.0,109.0,126.0,329.0,101.0,0.0,0.0,63.0,239.0,189.0,9.0,111.0,212.0,289.0,0.0,5.0,112.0,491.0,9.0,0.0,0.0,0.0,111.0
Commuter Rail,Middleborough/Lakeville and Kingston/Plymouth Lines,Braintree,,,,,,16.0,,,,,,,16.0,,,,,11.0,,,,,5.0,,,,,,2.0,,,,,,6.0,40.0,160.0,0.0,10.0,,,14.0,,,,,,,,,9.0,,,,,16.0,,,,,,,16.0,,,16.0,,,,,,,,,,16.0,,,12.0,,,,,,,,16.0,,,,14.0,,,13.0,,,,,,,16.0,,,,,16.0,320.0,0.0,0.0,0.0,0.0,16.0
Commuter Rail,Middleborough/Lakeville Line,Campello and Bridgewater,971.0,72.0,0.0,0.0,36.0,90.0,72.0,707.0,216.0,60.0,48.0,0.0,92.0,839.0,216.0,0.0,12.0,89.0,0.0,0.0,0.0,839.0,70.0,12.0,24.0,96.0,0.0,84.0,18.0,96.0,851.0,60.0,84.0,12.0,92.0,0.0,0.0,0.0,0.0,575.0,504.0,90.0,0.0,12.0,252.0,156.0,24.0,24.0,216.0,0.0,48.0,36.0,180.0,599.0,264.0,90.0,36.0,84.0,540.0,348.0,48.0,12.0,89.0,1043.0,48.0,91.0,24.0,12.0,24.0,48.0,72.0,192.0,276.0,192.0,216.0,88.0,60.0,779.0,70.0,24.0,36.0,72.0,12.0,851.0,60.0,96.0,89.0,60.0,887.0,84.0,86.0,156.0,779.0,78.0,12.0,36.0,216.0,300.0,504.0,24.0,91.0,396.0,671.0,0.0,24.0,91.0,1043.0,24.0,12.0,0.0,0.0,90.0
Commuter Rail,Middleborough/Lakeville Line,Holbrook/Randolph,487.0,0.0,0.0,6.0,6.0,81.0,6.0,370.0,93.0,25.0,6.0,0.0,81.0,401.0,68.0,0.0,6.0,77.0,0.0,0.0,0.0,402.0,65.0,6.0,25.0,19.0,0.0,19.0,11.0,43.0,358.0,12.0,68.0,0.0,78.0,19.0,0.0,0.0,3.0,259.0,234.0,80.0,0.0,0.0,86.0,49.0,6.0,0.0,191.0,0.0,42.0,12.0,136.0,272.0,74.0,80.0,12.0,43.0,185.0,228.0,6.0,0.0,77.0,481.0,6.0,79.0,0.0,0.0,0.0,31.0,49.0,86.0,117.0,93.0,105.0,78.0,0.0,376.0,61.0,6.0,12.0,62.0,6.0,302.0,43.0,62.0,78.0,56.0,364.0,56.0,77.0,130.0,284.0,67.0,0.0,0.0,111.0,93.0,247.0,37.0,79.0,123.0,352.0,0.0,19.0,80.0,475.0,6.0,0.0,0.0,6.0,79.0
Commuter Rail,Middleborough/Lakeville Line,Middleborough/Lakeville,633.0,22.0,55.0,22.0,33.0,70.0,22.0,459.0,164.0,55.0,76.0,11.0,72.0,469.0,218.0,0.0,33.0,66.0,0.0,0.0,0.0,470.0,43.0,33.0,0.0,120.0,0.0,66.0,20.0,22.0,579.0,44.0,120.0,22.0,72.0,0.0,0.0,0.0,0.0,328.0,437.0,70.0,0.0,0.0,186.0,131.0,11.0,11.0,76.0,0.0,32.0,22.0,186.0,382.0,196.0,72.0,22.0,66.0,262.0,349.0,55.0,22.0,71.0,720.0,66.0,72.0,22.0,33.0,11.0,66.0,120.0,120.0,164.0,131.0,87.0,69.0,66.0,600.0,61.0,0.0,22.0,22.0,0.0,688.0,22.0,33.0,71.0,11.0,710.0,33.0,69.0,44.0,644.0,63.0,11.0,22.0,207.0,131.0,393.0,22.0,72.0,295.0,469.0,0.0,22.0,72.0,764.0,0.0,0.0,0.0,0.0,70.0
Commuter Rail,Middleborough/Lakeville Line,Montello and Brockton,789.0,26.0,9.0,9.0,9.0,98.0,60.0,635.0,103.0,43.0,9.0,26.0,102.0,643.0,172.0,0.0,26.0,98.0,9.0,0.0,0.0,635.0,75.0,43.0,26.0,51.0,0.0,51.0,20.0,206.0,386.0,51.0,189.0,26.0,100.0,9.0,0.0,0.0,1.0,360.0,463.0,96.0,0.0,0.0,129.0,60.0,17.0,34.0,249.0,0.0,43.0,94.0,249.0,369.0,154.0,101.0,94.0,163.0,309.0,232.0,0.0,26.0,96.0,781.0,94.0,102.0,0.0,34.0,43.0,86.0,103.0,223.0,146.0,34.0,197.0,101.0,77.0,592.0,78.0,17.0,9.0,206.0,9.0,446.0,86.0,103.0,101.0,69.0,643.0,69.0,91.0,300.0,360.0,77.0,0.0,34.0,172.0,172.0,420.0,60.0,100.0,266.0,600.0,0.0,9.0,102.0,849.0,26.0,0.0,0.0,0.0,102.0
Commuter Rail,Middleborough/Lakeville Line,South Station,2515.0,42.0,34.0,33.0,67.0,320.0,126.0,1918.0,488.0,118.0,67.0,34.0,327.0,2128.0,488.0,0.0,50.0,317.0,8.0,0.0,8.0,2111.0,253.0,42.0,84.0,168.0,0.0,193.0,58.0,1396.0,17.0,0.0,8.0,17.0,171.0,227.0,875.0,176.0,152.0,1262.0,1405.0,317.0,0.0,8.0,513.0,269.0,34.0,50.0,690.0,0.0,153.0,109.0,673.0,1379.0,572.0,325.0,109.0,336.0,1009.0,1068.0,84.0,50.0,316.0,2582.0,151.0,325.0,25.0,42.0,50.0,193.0,286.0,538.0,597.0,412.0,521.0,317.0,118.0,2027.0,255.0,42.0,50.0,345.0,8.0,1909.0,151.0,252.0,319.0,143.0,2187.0,202.0,301.0,538.0,1724.0,269.0,8.0,34.0,547.0,580.0,1396.0,143.0,322.0,841.0,1842.0,0.0,50.0,325.0,2633.0,59.0,8.0,0.0,8.0,322.0
Commuter Rail,Needham Line,Back Bay,1005.0,14.0,14.0,51.0,29.0,154.0,36.0,759.0,217.0,36.0,65.0,29.0,158.0,846.0,260.0,7.0,14.0,156.0,0.0,0.0,0.0,846.0,117.0,14.0,14.0,80.0,0.0,152.0,36.0,780.0,0.0,0.0,0.0,7.0,109.0,14.0,325.0,7.0,48.0,708.0,405.0,154.0,14.0,58.0,282.0,123.0,36.0,7.0,332.0,0.0,97.0,36.0,376.0,528.0,159.0,152.0,36.0,159.0,520.0,311.0,51.0,0.0,149.0,1099.0,29.0,156.0,0.0,0.0,29.0,29.0,72.0,116.0,123.0,463.0,239.0,148.0,29.0,802.0,115.0,0.0,58.0,7.0,0.0,976.0,29.0,43.0,154.0,22.0,997.0,51.0,148.0,87.0,911.0,138.0,14.0,7.0,210.0,311.0,477.0,94.0,154.0,513.0,585.0,7.0,14.0,155.0,1091.0,29.0,0.0,7.0,0.0,156.0
